Benoît_Assou-Ekotto, 1984-03-24, 2445784, 2,2,2,11,27793, 0, 0, 39482.375
Chris_Bosh, 1984-03-24, 2445784, 2,2,2,11,27793, 0, 0, 146618.8649
Gary_Cooper, 1901-05-07, 2415512, 2,2,2,11,27449, 0, 0, 115240.6667
Gerhard_Berger, 1959-08-27, 2436808, 2,2,2,11,27691, 0, 0, 46139.25
Germanicus, -0015-05-24, 1716088, 2,2,2,11,19501, 0, 0, 36275.425
Jordi_Cruyff, 1974-02-09, 2442088, 2,2,2,11,27751, 0, 0, 62004.75
Karl_Dönitz, 1891-09-16, 2411992, 2,2,2,11,27409, 0, 0, 119721.0545
Luís_Fabiano, 1980-11-08, 2444552, 2,2,2,11,27779, 0, 0, 103371.0811
PJ_Harvey, 1969-10-09, 2440504, 2,2,2,11,27733, 0, 0, 128742.7879
Pola_Negri, 1897-01-03, 2413928, 2,2,2,11,27431, 0, 0, 58364.2069
Scott_Carson, 1985-09-03, 2446312, 2,2,2,11,27799, 0, 0, 41286.44444
Toni_Kroos, 1990-01-04, 2447896, 2,2,2,11,27817, 0, 0, 82263.4186
Usain_Bolt, 1986-08-21, 2446664, 2,2,2,11,27803, 0, 0, 329042.5176
