Amy_Adams, 1974-08-20, 2442280, 2,2,2,5,61057, 0, 0, 400438.8085
Bella_Thorne, 1997-10-08, 2450730, 2,3,5,151,541, 0, 0, 379715.4688
Bryan_Cranston, 1956-03-07, 2435540, 2,2,5,47,2591, 0, 0, 586023.4615
Colin_Farrell, 1976-05-31, 2442930, 2,3,5,7,11633, 0, 0, 383619.9167
Ed_Gein, 1906-08-27, 2417450, 2,5,5,7,6907, 0, 0, 607577.6296
Fernando_Torres, 1984-03-20, 2445780, 2,2,3,5,40763, 0, 0, 397694.9571
Heidi_Klum, 1973-06-01, 2441835, 3,3,5,11,4933, 0, 0, 364413
Jane_Lynch, 1960-07-14, 2437130, 2,5,19,101,127, 0, 0, 388854.2414
Jesse_James, 1847-09-05, 2395910, 2,5,11,23,947, 0, 0, 429359.5556
Johnny_Depp, 1963-06-09, 2438190, 2,3,3,5,27091, 0, 0, 1037709.288
Kate_Beckinsale, 1973-07-26, 2441890, 2,5,11,79,281, 0, 0, 498613.9565
LL_Cool_J, 1968-01-14, 2439870, 2,3,5,167,487, 0, 0, 379192.4
LeBron_James, 1984-12-30, 2446065, 3,3,3,5,18119, 0, 0, 606875.9412
Mark_Zuckerberg, 1984-05-14, 2445835, 5,7,7,67,149, 0, 0, 736947.6353
Miley_Cyrus, 1992-11-23, 2448950, 2,5,5,7,6997, 0, 0, 1277051.847
Nas, 1973-09-14, 2441940, 2,2,3,5,40699, 0, 0, 457749.4474
Seth_Rogen, 1982-04-15, 2445075, 3,3,5,5,10867, 0, 0, 487787.6563
Taylor_Momsen, 1993-07-26, 2449195, 5,7,19,29,127, 0, 0, 448704.027
Tina_Fey, 1970-05-18, 2440725, 3,5,5,7,4649, 0, 0, 399426.9412
Vanessa_Hudgens, 1988-12-14, 2447510, 2,5,13,67,281, 0, 0, 576795.339
Vin_Diesel, 1967-07-18, 2439690, 2,3,5,11,7393, 0, 0, 861818.1304
