Brandon_Routh, 1979-10-09, 2444156, 2,2,11,13,4273, 0, 0, 227368.8077
Che_Guevara, 1928-06-14, 2425412, 2,2,11,199,277, 0, 0, 425557.124
Chris_Bosh, 1984-03-24, 2445784, 2,2,2,11,27793, 0, 0, 146618.8649
Enid_Blyton, 1897-08-11, 2414148, 2,2,3,11,18289, 0, 0, 115140.1579
Gary_Cooper, 1901-05-07, 2415512, 2,2,2,11,27449, 0, 0, 115240.6667
Jaap_Stam, 1972-07-17, 2441516, 2,2,7,11,7927, 0, 0, 73204.73529
Jay_Chou, 1979-01-18, 2443892, 2,2,11,67,829, 0, 0, 316711.2963
Jennifer_Hudson, 1981-09-12, 2444860, 2,2,5,11,11113, 0, 0, 305279.4872
Josh_Hutcherson, 1992-10-12, 2448908, 2,2,7,11,7951, 0, 0, 583363.4412
Karl_Dönitz, 1891-09-16, 2411992, 2,2,2,11,27409, 0, 0, 119721.0545
Kevin_Love, 1988-09-07, 2447412, 2,2,3,11,18541, 0, 0, 106012.3214
Luís_Fabiano, 1980-11-08, 2444552, 2,2,2,11,27779, 0, 0, 103371.0811
PJ_Harvey, 1969-10-09, 2440504, 2,2,2,11,27733, 0, 0, 128742.7879
Pope_Pius_XII, 1876-03-02, 2406316, 2,2,11,17,3217, 0, 0, 90632.89474
Rasheed_Wallace, 1974-09-17, 2442308, 2,2,11,47,1181, 0, 0, 90631.32258
Salvador_Dalí, 1904-05-11, 2416612, 2,2,11,11,4993, 0, 0, 307234.4754
Sean_Bean, 1959-04-17, 2436676, 2,2,11,79,701, 0, 0, 371673.8462
Theodore_Roosevelt, 1858-10-27, 2399980, 2,2,5,11,10909, 0, 0, 249380.5979
Toni_Kroos, 1990-01-04, 2447896, 2,2,2,11,27817, 0, 0, 82263.4186
Usain_Bolt, 1986-08-21, 2446664, 2,2,2,11,27803, 0, 0, 329042.5176
Yelena_Isinbayeva, 1982-06-03, 2445124, 2,2,11,61,911, 0, 0, 68242.41667
