Asaph_Hall, 1829-10-15, 2389376, 2,2,2,2,2,2,2,11,1697, 0, 0, 7932.114286
Barry_Marshall, 1951-09-30, 2433920, 2,2,2,2,2,2,2,5,3803, 0, 0, 17687.76923
Fábio_Coentrão, 1988-03-11, 2447232, 2,2,2,2,2,2,2,3,6373, 0, 0, 87429.44444
Hélder_Postiga, 1982-08-02, 2445184, 2,2,2,2,2,2,2,7,2729, 0, 0, 42539.28571
Inna, 1986-10-16, 2446720, 2,2,2,2,2,2,2,5,3823, 0, 0, 231981.7692
Isaac_Hayes, 1942-08-20, 2430592, 2,2,2,2,2,2,2,17,1117, 0, 0, 190313.7059
Jacques_Lacan, 1901-04-13, 2415488, 2,2,2,2,2,2,2,113,167, 0, 0, 119432.7347
Lise_Meitner, 1878-11-07, 2407296, 2,2,2,2,2,2,2,3,6269, 0, 0, 39423.77551
Martin_Gore, 1961-07-23, 2437504, 2,2,2,2,2,2,2,137,139, 0, 0, 79302.13793
Mary_Robinson, 1944-05-21, 2431232, 2,2,2,2,2,2,2,2,9497, 0, 0, 28807.34146
Odilon_Redon, 1840-04-20, 2393216, 2,2,2,2,2,2,2,7,2671, 0, 0, 49060.34375
Patrick_Stewart, 1940-07-13, 2429824, 2,2,2,2,2,2,2,41,463, 0, 0, 284151.381
Richard_Dawkins, 1941-03-26, 2430080, 2,2,2,2,2,2,2,5,3797, 0, 0, 166379.3971
Ryan_Bertrand, 1989-08-05, 2447744, 2,2,2,2,2,2,2,13,1471, 0, 0, 43726.13333
Sylvia_Plath, 1932-10-27, 2427008, 2,2,2,2,2,2,2,67,283, 0, 0, 156827.0909
Totò, 1898-02-15, 2414336, 2,2,2,2,2,2,2,2,9431, 0, 0, 105379.7692
Tranquillo_Barnetta, 1985-05-22, 2446208, 2,2,2,2,2,2,2,29,659, 0, 0, 30923.06061
Vitaly_Petrov, 1984-09-08, 2445952, 2,2,2,2,2,2,2,97,197, 0, 0, 27975.33333
Woody_Harrelson, 1961-07-23, 2437504, 2,2,2,2,2,2,2,137,139, 0, 0, 333259.2432
Zubin_Mehta, 1936-04-29, 2428288, 2,2,2,2,2,2,2,61,311, 0, 0, 48123.57143
