A._J._Cronin, 1896-07-19, 2413760, 2,2,2,2,2,2,5,19,397, 0, 0, 25100.02778
Barry_Marshall, 1951-09-30, 2433920, 2,2,2,2,2,2,2,5,3803, 0, 0, 17687.76923
Henri_Moissan, 1852-09-28, 2397760, 2,2,2,2,2,2,5,59,127, 0, 0, 8804.137255
Henry_Fielding, 1707-04-22, 2344640, 2,2,2,2,2,2,5,17,431, 0, 0, 31049.7619
Inna, 1986-10-16, 2446720, 2,2,2,2,2,2,2,5,3823, 0, 0, 231981.7692
Jamie_Oliver, 1975-05-27, 2442560, 2,2,2,2,2,2,5,17,449, 0, 0, 208293.7647
Radek_Štěpánek, 1978-11-27, 2443840, 2,2,2,2,2,2,5,7,1091, 0, 0, 36428.51724
Richard_Dawkins, 1941-03-26, 2430080, 2,2,2,2,2,2,2,5,3797, 0, 0, 166379.3971
Seal_(musician), 1963-02-19, 2438080, 2,2,2,2,2,2,5,19,401, 0, 0, 132704.6061
Yongle_Emperor, 1360-05-02, 2217920, 2,2,2,2,2,2,5,29,239, 0, 0, 52782.03226
