Anne_Rice, 1941-10-04, 2430272, 2,2,2,2,2,2,13,23,127, 0, 0, 139508
Fábio_Coentrão, 1988-03-11, 2447232, 2,2,2,2,2,2,2,3,6373, 0, 0, 87429.44444
Heath_Ledger, 1979-04-04, 2443968, 2,2,2,2,2,2,3,3,4243, 0, 0, 730116.7671
Inna, 1986-10-16, 2446720, 2,2,2,2,2,2,2,5,3823, 0, 0, 231981.7692
Isaac_Hayes, 1942-08-20, 2430592, 2,2,2,2,2,2,2,17,1117, 0, 0, 190313.7059
Jacques_Lacan, 1901-04-13, 2415488, 2,2,2,2,2,2,2,113,167, 0, 0, 119432.7347
Jamie_Oliver, 1975-05-27, 2442560, 2,2,2,2,2,2,5,17,449, 0, 0, 208293.7647
Martin_Gore, 1961-07-23, 2437504, 2,2,2,2,2,2,2,137,139, 0, 0, 79302.13793
Mika_Häkkinen, 1968-09-28, 2440128, 2,2,2,2,2,2,3,71,179, 0, 0, 71184.91304
Naomi_Watts, 1968-09-28, 2440128, 2,2,2,2,2,2,3,71,179, 0, 0, 273029.2407
Nicolas_Sarkozy, 1955-01-28, 2435136, 2,2,2,2,2,2,3,11,1153, 0, 0, 159108.96
Patrick_Stewart, 1940-07-13, 2429824, 2,2,2,2,2,2,2,41,463, 0, 0, 284151.381
Richard_Dawkins, 1941-03-26, 2430080, 2,2,2,2,2,2,2,5,3797, 0, 0, 166379.3971
Sarah_Vaughan, 1924-03-27, 2423872, 2,2,2,2,2,2,11,11,313, 0, 0, 71011.24138
Seal_(musician), 1963-02-19, 2438080, 2,2,2,2,2,2,5,19,401, 0, 0, 132704.6061
Sylvia_Plath, 1932-10-27, 2427008, 2,2,2,2,2,2,2,67,283, 0, 0, 156827.0909
Talia_Shire, 1946-04-25, 2431936, 2,2,2,2,2,2,13,37,79, 0, 0, 208893.3571
Totò, 1898-02-15, 2414336, 2,2,2,2,2,2,2,2,9431, 0, 0, 105379.7692
Woody_Harrelson, 1961-07-23, 2437504, 2,2,2,2,2,2,2,137,139, 0, 0, 333259.2432
Yusuf_al-Qaradawi, 1926-09-09, 2424768, 2,2,2,2,2,2,3,73,173, 0, 0, 58827.21429
Yves_Montand, 1921-10-13, 2422976, 2,2,2,2,2,2,17,17,131, 0, 0, 86773.07317
