Anne_Rice, 1941-10-04, 2430272, 2,2,2,2,2,2,13,23,127, 0, 0, 139508
Frank_Lampard, 1978-06-20, 2443680, 2,2,2,2,2,3,3,5,1697, 0, 0, 185169.1176
Heath_Ledger, 1979-04-04, 2443968, 2,2,2,2,2,2,3,3,4243, 0, 0, 730116.7671
Inna, 1986-10-16, 2446720, 2,2,2,2,2,2,2,5,3823, 0, 0, 231981.7692
Isaac_Hayes, 1942-08-20, 2430592, 2,2,2,2,2,2,2,17,1117, 0, 0, 190313.7059
Jacques_Lacan, 1901-04-13, 2415488, 2,2,2,2,2,2,2,113,167, 0, 0, 119432.7347
Jamie_Oliver, 1975-05-27, 2442560, 2,2,2,2,2,2,5,17,449, 0, 0, 208293.7647
Jim_Jarmusch, 1953-01-22, 2434400, 2,2,2,2,2,5,5,17,179, 0, 0, 110784.1081
John_Dillinger, 1903-06-22, 2416288, 2,2,2,2,2,7,7,23,67, 0, 0, 521797.3438
Martha_Graham, 1894-05-11, 2412960, 2,2,2,2,2,3,5,11,457, 0, 0, 225573.8824
Naomi_Watts, 1968-09-28, 2440128, 2,2,2,2,2,2,3,71,179, 0, 0, 273029.2407
Nicolas_Sarkozy, 1955-01-28, 2435136, 2,2,2,2,2,2,3,11,1153, 0, 0, 159108.96
Patrick_Stewart, 1940-07-13, 2429824, 2,2,2,2,2,2,2,41,463, 0, 0, 284151.381
Paul_Giamatti, 1967-06-06, 2439648, 2,2,2,2,2,3,3,43,197, 0, 0, 171443.7576
Paulina_Rubio, 1971-06-17, 2441120, 2,2,2,2,2,5,11,19,73, 0, 0, 129890
Richard_Dawkins, 1941-03-26, 2430080, 2,2,2,2,2,2,2,5,3797, 0, 0, 166379.3971
Seal_(musician), 1963-02-19, 2438080, 2,2,2,2,2,2,5,19,401, 0, 0, 132704.6061
Sylvia_Plath, 1932-10-27, 2427008, 2,2,2,2,2,2,2,67,283, 0, 0, 156827.0909
Talia_Shire, 1946-04-25, 2431936, 2,2,2,2,2,2,13,37,79, 0, 0, 208893.3571
Totò, 1898-02-15, 2414336, 2,2,2,2,2,2,2,2,9431, 0, 0, 105379.7692
Woody_Harrelson, 1961-07-23, 2437504, 2,2,2,2,2,2,2,137,139, 0, 0, 333259.2432
