Ahmed_Shafik, 1941-11-25, 2430324, 2,2,3,3,3,3,13,577, 0, 0, 40889
Al_Capone, 1899-01-17, 2414672, 2,2,2,2,13,13,19,47, 0, 0, 491181.2097
Alexander_Rodchenko, 1891-12-05, 2412072, 2,2,2,3,3,3,13,859, 0, 0, 41601.69231
Caster_Semenya, 1991-01-07, 2448264, 2,2,2,3,7,13,19,59, 0, 0, 113576.6071
Denis_of_Portugal, 1261-10-09, 2181920, 2,2,2,2,2,5,13,1049, 0, 0, 18210.83333
Eazy-E, 1963-09-07, 2438280, 2,2,2,3,3,5,13,521, 0, 0, 402529.2258
Eden_Hazard, 1991-01-07, 2448264, 2,2,2,3,7,13,19,59, 0, 0, 240831.7568
Edmund_Hillary, 1919-07-20, 2422160, 2,2,2,2,5,13,17,137, 0, 0, 53212.875
George_Abela, 1948-04-22, 2432664, 2,2,2,3,3,13,23,113, 0, 0, 10515.68966
George_Gamow, 1904-03-04, 2416544, 2,2,2,2,2,13,37,157, 0, 0, 25770.94872
Jonas_Björkman, 1972-03-23, 2441400, 2,2,2,3,5,5,13,313, 0, 0, 13892.11111
Josh_Radnor, 1974-07-29, 2442258, 2,3,3,3,7,7,13,71, 0, 0, 339447.7097
Katie_Leung, 1987-08-08, 2447016, 2,2,2,3,11,13,23,31, 0, 0, 82028.83871
Kelsey_Grammer, 1955-02-21, 2435160, 2,2,2,3,5,7,13,223, 0, 0, 302374.5172
Kurt_Student, 1890-05-12, 2411500, 2,2,5,5,5,7,13,53, 0, 0, 26591.83333
Marita_Koch, 1957-02-18, 2435888, 2,2,2,2,7,7,13,239, 0, 0, 24286.14286
Nicole_Vaidišová, 1989-04-23, 2447640, 2,2,2,3,3,5,13,523, 0, 0, 26897.93548
Nina_Dobrev, 1989-01-09, 2447536, 2,2,2,2,7,13,41,41, 0, 0, 473772.2889
Olivier_Giroud, 1986-09-30, 2446704, 2,2,2,2,3,3,13,1307, 0, 0, 124776.1818
Steven_Pinker, 1954-09-18, 2435004, 2,2,3,3,11,11,13,43, 0, 0, 61697.31034
Viktor_Korchnoi, 1931-03-23, 2426424, 2,2,2,3,7,11,13,101, 0, 0, 16561.53333
