50_Cent, 1975-07-06, 2442600, 2,2,2,3,3,5,5,23,59, 0, 0, 632055.6716
Amanda_Bynes, 1986-04-03, 2446524, 2,2,3,3,3,3,3,3,839, 0, 0, 624594.7027
Frank_Lampard, 1978-06-20, 2443680, 2,2,2,2,2,3,3,5,1697, 0, 0, 185169.1176
Hayden_Panettiere, 1989-08-21, 2447760, 2,2,2,2,3,5,7,31,47, 0, 0, 537846.0213
Heath_Ledger, 1979-04-04, 2443968, 2,2,2,2,2,2,3,3,4243, 0, 0, 730116.7671
Inna, 1986-10-16, 2446720, 2,2,2,2,2,2,2,5,3823, 0, 0, 231981.7692
Isaac_Hayes, 1942-08-20, 2430592, 2,2,2,2,2,2,2,17,1117, 0, 0, 190313.7059
Jamie_Oliver, 1975-05-27, 2442560, 2,2,2,2,2,2,5,17,449, 0, 0, 208293.7647
John_Dillinger, 1903-06-22, 2416288, 2,2,2,2,2,7,7,23,67, 0, 0, 521797.3438
Kurt_Angle, 1968-12-09, 2440200, 2,2,2,3,5,5,7,7,83, 0, 0, 324973.8889
Martha_Graham, 1894-05-11, 2412960, 2,2,2,2,2,3,5,11,457, 0, 0, 225573.8824
Naomi_Watts, 1968-09-28, 2440128, 2,2,2,2,2,2,3,71,179, 0, 0, 273029.2407
Nicolas_Sarkozy, 1955-01-28, 2435136, 2,2,2,2,2,2,3,11,1153, 0, 0, 159108.96
Patrick_Stewart, 1940-07-13, 2429824, 2,2,2,2,2,2,2,41,463, 0, 0, 284151.381
Paul_Giamatti, 1967-06-06, 2439648, 2,2,2,2,2,3,3,43,197, 0, 0, 171443.7576
Peter_Falk, 1927-09-16, 2425140, 2,2,3,3,3,3,3,5,499, 0, 0, 161894.8636
Richard_Dawkins, 1941-03-26, 2430080, 2,2,2,2,2,2,2,5,3797, 0, 0, 166379.3971
Sarah_Michelle_Gellar, 1977-04-14, 2443248, 2,2,2,2,3,3,19,19,47, 0, 0, 424751
Talia_Shire, 1946-04-25, 2431936, 2,2,2,2,2,2,13,37,79, 0, 0, 208893.3571
Terence_Hill, 1939-03-29, 2429352, 2,2,2,3,3,3,3,23,163, 0, 0, 317292.125
Woody_Harrelson, 1961-07-23, 2437504, 2,2,2,2,2,2,2,137,139, 0, 0, 333259.2432
